管理番号,案件番号,ステータス*,初回入力日*,更新日*,企業名*,都道府県（配属先）*,市区町村（配属先）*,最寄駅（配属先）*,雇用形態*,種別,業務内容*,求めるスキル*,開発対象*,想定年収*,勤務h*,残業時間（h）*,受注数,未経験者,40代以上,外国籍,その他・補足事項（アピールポイントなど）,勤務地市町村
nk294ME,OSe000688,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員,機電,車両エンジン開発・実験業務,・自動車整備士資格優遇,自動車,350万?800万,8:45～17:30,20h,3,不可,可,可,有名自動車メーカーでのお仕事！ ＰＣ業務が好きな方大歓迎！,不明
nk295ME,OSe000689,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員,機電,自動車のボデー設計,・CATIAV5経験,自動車,350万?800万,8:45～17:30,20h,3,不可,可,可,有名自動車メーカーでのお仕事！ ＰＣ業務が好きな方大歓迎！,不明
nk296ME,OSe000690,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員,機電,自動車の内装設計／外装設計,・CATIAV5経験,自動車,350万?800万,8:45～17:30,20h,3,不可,可,可,有名自動車メーカーでのお仕事！ ＰＣ業務が好きな方大歓迎！,不明
nk297OE,OSe000691,変更,2021/7/22,2024/8/19,ｽｶｲﾜｰｸｽﾌｨﾙﾀｰｿﾘｭｰｼｮﾝｽﾞｼﾞｬﾊﾟﾝ,大阪府,大阪市,北加賀屋駅,正社員,その他,チップデバイスの試験基板への実装 実装したデバイスを用いた計測業務 ウエハー状態でのオートプローバｰを用いた計測業務,・エクセル及びパワーポイントを用いたグラフ作成、結果レビューの経験 ・実装等の手作業 ・電気・電子系の測定経験,高周波フィルタ,300万?500万,8:30～17:00,20h,3,不可,可,可,大手半導体メーカーでのお仕事です。,不明
nk298ME,OSe000692,-,2021/7/22,2024/8/19,住友電装,大阪府,池田市,阪急　池田駅,正社員,機電,WHの配策設計業務,・CATIAV5経験,自動車,350万?800万,8:45～17:30,30h,3,不可,可,可,有名自動車メーカーでのお仕事！ ＰＣ業務が好きな方大歓迎！,不明
nk299IE,TKi000693,変更,2021/7/26,2024/9/11,ｼｰｲｰｼｰ,大阪府,大阪市,新大阪駅（地下鉄・JR）,正社員,IT,スマホアプリケーション開発,下記いずれかの経験 ・AndroidJava，Kotlin ・Swift,スマホアプリ,300万?500万,8:45～17:30,20h,3,不可,可,不可,,不明
nk300IE,TKi000694,変更,2021/7/26,2024/9/11,ｼｰｲｰｼｰ,大阪府,大阪市,新大阪駅（地下鉄・JR）,正社員,IT,Windows/Webアプリケーション開発,＜MUST＞ ・C#，Java ＜WANT＞ ・WPF，PostgreSQL ・OS：Window10,Windowsアプリ,300万?500万,8:45～17:30,20h,3,不可,可,不可,,不明
nk301ME,OSe000698,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,EV/HVシステムの開発 ・車両全体のシステム開発 ・コンバータ・インバータの開発 ・電池パック設計及び電池制御開発 ・駆動用モータ及びトランスアクスル開発,・モデルベース（MATLAB/Simulink）でのEV/HV制御開発経験者 ・EV/HV車両適合・開発経験者 ・EV/HV用電池制御システムの開発経験者 ・EV/HV用トランスアクスル開発経験者 ・トランスアクスルの実験評価業務経験者,自動車,400万?800万,8:45～17:30,20h,3,不可,,不可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk302ME,OSe000699,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,安全運転支援システム開発 ・画像処理を用いた周辺認識技術・安全運転支援システムの開発 ・安全運転支援システムのプログラミング設計開発 ・ミリ波レーダーを用いた周辺認識技術・安全運転支援システムの開発 ・ディープラーニングを用いた自動運転向け機械学習技術の開発 ・自動ブレーキ、自動操舵、車両追従制御開発,・車両制御を伴う安全運転支援システムの開発経験者 ・HILS、シミュレータで動作する安全運転支援システムの制御モデル作成経験者 ・走行環境、ドライバー状態認識などの開発経験者,自動車,400万?800万,8:45～17:30,30h,3,不可,,不可,国内出張あり,不明
nk303ME,OSe000700,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,車両生産技術業務,ボデー/シャシーの溶接生産準備業務，および生産技術開発,自動車,350万?600万,8:45～17:30,30h,3,不可,,不可,国内出張あり,不明
nk304ME,OSe000701,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,電動化ユニット(HV・EV)の制御システムに関する技術開発 （制御ソフトの設計・試作・検証） ・エンジン制御ソフト作成、デバック ・ＨＶ制御モデルの単体検査、結合検査、実装 ・ＭＢＤ、ＭＢＳＥ等,・電子制御部品の設計or組込みソフトウェア開発の経験 （自動車、家電、鉄道、産業機械、無線通信等） ＜WANT＞ ・Matlab/Shimulinkを使用した制御開発経験者、HILS開発経験者,自動車,400万?800万,8:30?17:30,20h,5,不可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk305ME,OSe000702,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,車載ワイヤーハーネス、車内外通信システムの開発業務 ・低圧，高圧ワイヤーハーネス及び電源BOXの設計・評価 ・故障診断通信規格（ISO14229等）、ソフトウェア更新に関する標準化業務 ・車載通信システム(CAN/CANFD/LIN/Ether)の開発・設計 ・ゲートウェイECUの開発・設計 ・e-Call、DCM、TCU等、テレマティクスシステムの開発・設計,・実務経験３年以上,自動車,400万?800万,8:30?17:30,20h,5,不可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk306MI1,OSe000703,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,小型車の品質管理業務 ・自動車車両の分解～部品調査 ・回収部品の調査 ・調査結果の解析と報告資料作成 ・その他補助業務 ミッションなどを（cvtなど）ばらして組み付け,・車が好きな方 ＜WANT＞ ・整備士資格,自動車,350万?600万,8:30?17:30,20h,5,可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk306MI2,OSe000703,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,小型車の品質管理業務 ・自動車車両の分解～部品調査 ・回収部品の調査 ・調査結果の解析と報告資料作成 ・その他補助業務 ミッションなどを（cvtなど）ばらして組み付け,・車が好きな方 ＜WANT＞ ・整備士資格,自動車,350万?600万,8:30?17:30,20h,5,可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk306ME,OSe000703,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,小型車の品質管理業務 ・自動車車両の分解～部品調査 ・回収部品の調査 ・調査結果の解析と報告資料作成 ・その他補助業務 ミッションなどを（cvtなど）ばらして組み付け,・車が好きな方 ＜WANT＞ ・整備士資格,自動車,350万?600万,8:30?17:30,20h,5,可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk307ME,OSe000704,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,車載ECU(コントローラ)、電子・電装品の開発 ・パワートレーン、シャシ系ECUの開発（制御開発、ハードウェア開発、ソフトウェア開発、MBD）,・実務経験３年以上,自動車,350万?800万,8:30?17:30,20h,5,不可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
nk308ME,OSe000705,-,2021/7/22,2024/8/19,ﾀﾞｲﾊﾂ工業池田,大阪府,池田市,阪急　池田駅,正社員/契約社員,機電,車載ECU(コントローラ)、電子・電装品の開発 ・ボデー制御系ECUの開発（制御開発、ハードウェア開発、ソフトウェア開発、MBD）,・実務経験３年以上,自動車,350万?800万,8:30?17:30,20h,5,不可,,可,大阪まで20分の都会にある 有名自動車メーカーでのお仕事！,不明
